全球,#genre#
高分好看电影[1280*720],http://jiekou.gq/liuwei34/yy1.php?id=1353312849
高清港台经典电影[1280*720],http://jiekou.gq/liuwei34/yy1.php?id=1350998397
【绝版】经典搞笑[1280*720],http://jiekou.gq/liuwei34/yy1.php?id=42932063
亮剑 超清全屏,http://jiekou.gq/liuwei34/yy1.php?id=32110908
燕双鹰专场,http://jiekou.gq/liuwei34/yy1.php?id=1352227153
|动漫小天地,http://jiekou.gq/liuwei34/yy1.php?id=37708809
|国产玄幻,http://jiekou.gq/liuwei34/yy1.php?id=1354143978
|熊猫功夫台,http://jiekou.gq/liuwei34/yy1.php?id=1355013632

 📺港台一区 ,#genre#
民视,rtmp://59.124.75.157/sat/tv051
台视,rtmp://59.124.75.157/sat/tv071
中视,rtmp://59.124.75.157/sat/tv091
华视,rtmp://59.124.75.157/sat/tv111
TVBS欢乐台,rtmp://59.124.75.157/sat/tv421
MoMo综合台,rtmp://59.124.75.157/sat/tv761
纬来育乐台,rtmp://59.124.75.157/sat/tv701
纬来日本台,rtmp://59.124.75.157/sat/tv771
TVBS新闻台,rtmp://59.124.75.138/sat/tv551
东森财经新闻台,rtmp://59.124.75.138/sat/tv571
TVBS新闻台,rtmp://59.124.75.157/sat/tv551
东森财经新闻台,rtmp://59.124.75.157/sat/tv571
纬来体育台,rtmp://59.124.75.157/sat/tv721
ELEVEN体育一台,rtmp://59.124.75.157/sat/tv731
ELEVEN体育二台,rtmp://59.124.75.157/sat/tv741
爱尔达体育1,rtmp://59.124.75.157/sat/md011
ELEVEN SPORTS PLUS,rtmp://59.124.75.157/sat/md031
爱尔达体育3,rtmp://59.124.75.157/sat/md041
博斯运动二台,rtmp://59.124.75.157/sat/md051
纬来体育台,rtmp://59.124.75.138/sat/tv721
ELEVEN体育一台,rtmp://59.124.75.138/sat/tv731
ELEVEN体育二台,rtmp://59.124.75.138/sat/tv741
爱尔达体育1,rtmp://59.124.75.138/sat/md011
ELEVEN SPORTS PLUS,rtmp://59.124.75.138/sat/md031
爱尔达体育3,rtmp://59.124.75.138/sat/md041
博斯运动二台,rtmp://59.124.75.138/sat/md051

 📺港台二区 ,#genre#
凤凰中文,http://61.222.202.191/live/yzyh.php?id=1
凤凰资讯,http://61.222.202.191/live/yzyh.php?id=2
凤凰香港,http://61.222.202.191/live/yzyh.php?id=3
翡翠台,http://61.222.202.191/live/yzyh.php?id=4
明珠台,http://61.222.202.191/live/yzyh.php?id=6
TVB J2,http://61.222.202.191/live/yzyh.php?id=9
TVB星河,http://61.222.202.191/live/yzyh.php?id=7
TVB星河,http://61.222.202.191/live/yzyh.php?id=11
TVB功夫,http://61.222.202.191/live/yzyh.php?id=10
无线新闻,http://61.222.202.191/live/yzyh.php?id=12
无线财经,http://61.222.202.191/live/yzyh.php?id=13
无线财经,http://61.222.202.191/live/yzyh.php?id=14
有线新闻,http://hh0808.hk3.20212021.ml/iptv.php?tid=gt&id=24
有线财经,http://hh0808.hk3.20212021.ml/iptv.php?tid=gt&id=28
ViuTV,http://61.222.202.191/live/yzyh.php?id=15
ViuTV6,http://61.222.202.191/live/yzyh.php?id=16
RTHK31,http://61.222.202.191/live/yzyh.php?id=17
RTHK32,http://61.222.202.191/live/yzyh.php?id=18
Now体育,http://61.222.202.191/live/yzyh.php?id=19
Now直播,http://61.222.202.191/live/yzyh.php?id=20
C+,http://61.222.202.191/live/yzyh.php?id=21
民视,http://61.222.202.191/live/yzyh.php?id=30
民视台湾,http://61.222.202.191/live/yzyh.php?id=31
民视第一,http://61.222.202.191/live/yzyh.php?id=46
华视,http://61.222.202.191/live/yzyh.php?id=32
公视,http://61.222.202.191/live/yzyh.php?id=33
八大第一,http://61.222.202.191/live/yzyh.php?id=34
八大综合,http://61.222.202.191/live/yzyh.php?id=35
八大戏剧,http://61.222.202.191/live/yzyh.php?id=36
八大娱乐,http://61.222.202.191/live/yzyh.php?id=37
三立台湾,http://61.222.202.191/live/yzyh.php?id=38
三立戏剧,http://61.222.202.191/live/yzyh.php?id=39
三立综合,http://61.222.202.191/live/yzyh.php?id=40
三立都会,http://61.222.202.191/live/yzyh.php?id=41
TVBS,http://61.222.202.191/live/yzyh.php?id=136
TVBS新闻,http://61.222.202.191/live/yzyh.php?id=135
TVBS欢乐,http://61.222.202.191/live/yzyh.php?id=22
中天新闻,http://61.222.202.191/live/yzyh.php?id=137
中天综合,http://61.222.202.191/live/yzyh.php?id=25
中天亚洲,http://61.222.202.191/live/yzyh.php?id=28
中天娱乐,http://61.222.202.191/live/yzyh.php?id=23
东森综合,http://61.222.202.191/live/yzyh.php?id=42
东森超视,http://61.222.202.191/live/yzyh.php?id=43
东森财经,http://61.222.202.191/live/yzyh.php?id=44
东森财经,http://61.222.202.191/live/yzyh.php?id=141
东森幼幼,http://61.222.202.191/live/yzyh.php?id=54
东森电影,http://61.222.202.191/live/yzyh.php?id=98
东森洋片,http://61.222.202.191/live/yzyh.php?id=99
东森戏剧,http://61.222.202.191/live/yzyh.php?id=100
龙华戏剧,http://61.222.202.191/live/yzyh.php?id=45
龙华偶像,http://61.222.202.191/live/yzyh.php?id=47
龙华洋片,http://61.222.202.191/live/yzyh.php?id=101
靖天国际台,http://61.222.202.191/live/yzyh.php?id=48
靖天资讯台,http://61.222.202.191/live/yzyh.php?id=49
靖天卡通台,http://61.222.202.191/live/yzyh.php?id=50
阿里郎,http://61.222.202.191/live/yzyh.php?id=51
EYE戏剧,http://61.222.202.191/live/yzyh.php?id=52
爱尔达影剧,http://61.222.202.191/live/yzyh.php?id=55
纬来体育,http://61.222.202.191/live/yzyh.php?id=56
爱尔达体育一台,http://61.222.202.191/live/yzyh.php?id=57
博斯魅力网,http://61.222.202.191/live/yzyh.php?id=59
博斯运动二台,http://61.222.202.191/live/yzyh.php?id=60
博斯高球二台,http://61.222.202.191/live/yzyh.php?id=61
博斯网球台,http://61.222.202.191/live/yzyh.php?id=62
博斯无限二台,http://61.222.202.191/live/yzyh.php?id=63
Trur Premium1,http://61.222.202.191/live/yzyh.php?id=69
Trur Premium2,http://61.222.202.191/live/yzyh.php?id=70
WWE,http://61.222.202.191/live/yzyh.php?id=71
EurosportsHD,http://61.222.202.191/live/yzyh.php?id=73
Astro Golf,http://61.222.202.191/live/yzyh.php?id=74
Beinsports2HD,http://61.222.202.191/live/yzyh.php?id=75
Arena,http://61.222.202.191/live/yzyh.php?id=76
Arena2,http://61.222.202.191/live/yzyh.php?id=77
SPO TV GP,http://61.222.202.191/live/yzyh.php?id=78
BT Sports1,http://61.222.202.191/live/yzyh.php?id=80
BT Sports2,http://61.222.202.191/live/yzyh.php?id=81
BT Sports3,http://61.222.202.191/live/yzyh.php?id=82
BT ESPN,http://61.222.202.191/live/yzyh.php?id=83
Skysports Action,http://61.222.202.191/live/yzyh.php?id=84
Skysports Arena,http://61.222.202.191/live/yzyh.php?id=85
Skysports Cricket,http://61.222.202.191/live/yzyh.php?id=86
Skysports Football,http://61.222.202.191/live/yzyh.php?id=89
Skysports Golf,http://61.222.202.191/live/yzyh.php?id=90
HBO,http://61.222.202.191/live/yzyh.php?id=91
HBO Fmily,http://61.222.202.191/live/yzyh.php?id=93
好莱坞电影,http://61.222.202.191/live/yzyh.php?id=94
CINEMAX,http://61.222.202.191/live/yzyh.php?id=95
AXN 台湾,http://61.222.202.191/live/yzyh.php?id=96
AXN 台湾,http://61.222.202.191/live/yzyh.php?id=116
CatchPlay 電影台,http://61.222.202.191/live/yzyh.php?id=97
龙祥时代,http://61.222.202.191/live/yzyh.php?id=102
天映经典,http://61.222.202.191/live/yzyh.php?id=103
天映经典,http://61.222.202.191/live/yzyh.php?id=107
天映电影,http://61.222.202.191/live/yzyh.php?id=106
卫视中文,http://61.222.202.191/live/yzyh.php?id=104
卫视中文,http://61.222.202.191/live/yzyh.php?id=108
星卫电影,http://61.222.202.191/live/yzyh.php?id=109
台版美亚,http://61.222.202.191/live/yzyh.php?id=110
星空电影,http://61.222.202.191/live/yzyh.php?id=111
ANIMAX,http://61.222.202.191/live/yzyh.php?id=112
HITS,http://61.222.202.191/live/yzyh.php?id=113
华纳电影,http://61.222.202.191/live/yzyh.php?id=114
One,http://61.222.202.191/live/yzyh.php?id=115
Thrill,http://61.222.202.191/live/yzyh.php?id=117
HITS Movies,http://61.222.202.191/live/yzyh.php?id=118
TVN Movies,http://61.222.202.191/live/yzyh.php?id=119
国家地理,http://61.222.202.191/live/yzyh.php?id=120
国家地理野生,http://61.222.202.191/live/yzyh.php?id=121
动物星球,http://61.222.202.191/live/yzyh.php?id=122
探索动力,http://61.222.202.191/live/yzyh.php?id=124
探索亚洲,http://61.222.202.191/live/yzyh.php?id=126
探索发现,http://61.222.202.191/live/yzyh.php?id=127
亚洲旅游台,http://61.222.202.191/live/yzyh.php?id=128
EYE旅游台,http://61.222.202.191/live/yzyh.php?id=129
CRIME+,http://61.222.202.191/live/yzyh.php?id=131
中视新闻,http://61.222.202.191/live/yzyh.php?id=138
民视新闻,http://61.222.202.191/live/yzyh.php?id=139
东森新闻,http://61.222.202.191/live/yzyh.php?id=140
寰宇新闻,http://61.222.202.191/live/yzyh.php?id=142
台视新闻,http://61.222.202.191/live/yzyh.php?id=143
壹电视新闻,http://61.222.202.191/live/yzyh.php?id=144
三立财经,http://61.222.202.191/live/yzyh.php?id=145
三立新闻,http://61.222.202.191/live/yzyh.php?id=146
华视新闻,http://61.222.202.191/live/yzyh.php?id=147
非凡新闻,http://61.222.202.191/live/yzyh.php?id=148
年代新闻,http://61.222.202.191/live/yzyh.php?id=149
ABC新闻,http://61.222.202.191/live/yzyh.php?id=150
CBS新闻,http://61.222.202.191/live/yzyh.php?id=151
CBSN新闻,http://61.222.202.191/live/yzyh.php?id=152
FRACE24,http://61.222.202.191/live/yzyh.php?id=153
DW,http://61.222.202.191/live/yzyh.php?id=154
CNN新闻,http://61.222.202.191/live/yzyh.php?id=155
CNBC新闻,http://61.222.202.191/live/yzyh.php?id=156
BBC WORLD,http://61.222.202.191/live/yzyh.php?id=157
Bloomberg,http://61.222.202.191/live/yzyh.php?id=158
CGTN,http://61.222.202.191/live/yzyh.php?id=159
AI-Jazeera,http://61.222.202.191/live/yzyh.php?id=160
Russia Times,http://61.222.202.191/live/yzyh.php?id=161
NHK WORLD,http://61.222.202.191/live/yzyh.php?id=162
新唐人亚太,http://61.222.202.191/live/yzyh.php?id=164
Astro小太阳,http://61.222.202.191/live/yzyh.php?id=168
爱奇艺,http://61.222.202.191/live/yzyh.php?id=169
JET综合台,http://61.222.202.191/live/yzyh.php?id=175
ELEVEN+,http://61.222.202.191/live/yzyh.php?id=180
ELEVEN2,http://61.222.202.191/live/yzyh.php?id=181

 📺港台三区 ,#genre#
凤凰资讯,http://iptv.tvfix.org/hls/fhzx.m3u8
凤凰中文,http://iptv.tvfix.org/hls/fhzw.m3u8
凤凰电影,http://iptv.tvfix.org/hls/fhdy.m3u8
翡翠台,http://iptv.tvfix.org/hls/jade.m3u8
翡翠台,http://iptv.tvfix.org/hls/jade2.m3u8
华丽台,http://iptv.tvfix.org/hls/jadenhk.m3u8
华丽台,http://iptv.tvfix.org/hls/jadenhk2.m3u8
明珠台,http://iptv.tvfix.org/hls/pearl.m3u8
明珠台,http://iptv.tvfix.org/hls/pearl2.m3u8
TVB J2,http://iptv.tvfix.org/hls/j2.m3u8
TVB J2,http://iptv.tvfix.org/hls/j22.m3u8
TVB经典,http://iptv.tvfix.org/hls/tvbjd.m3u8
TVB经典,http://iptv.tvfix.org/hls/tvbws.m3u8
TVB经典,http://iptv.tvfix.org/hls/tvbws2.m3u8
TVB星河,http://iptv.tvfix.org/hls/tvbxh.m3u8
TVB星河,http://iptv.tvfix.org/hls/tvbxh2.m3u8
TVB功夫,http://iptv.tvfix.org/hls/tvbkf.m3u8
TVB功夫,http://iptv.tvfix.org/hls/tvbkf2.m3u8
无线新闻,http://iptv.tvfix.org/hls/inews.m3u8
无线新闻,http://iptv.tvfix.org/hls/inews2.m3u8
无线财经,http://iptv.tvfix.org/hls/finance.m3u8
无线财经,http://iptv.tvfix.org/hls/finance2.m3u8
无线财经海外版,http://iptv.tvfix.org/hls/financenhk.m3u8
ViuTV,http://iptv.tvfix.org/hls/viutv.m3u8
ViuTV,http://iptv.tvfix.org/hls/viutv2.m3u8
ViuTV6,http://iptv.tvfix.org/hls/viutv6.m3u8
RTHK31,http://iptv.tvfix.org/hls/rthk31.m3u8
RTHK32,http://iptv.tvfix.org/hls/rthk32.m3u8
香港财经台,http://iptv.tvfix.org/hls/hkibc.m3u8
香港开电视,http://iptv.tvfix.org/hls/opentv.m3u8
TVBS亚洲,http://iptv.tvfix.org/hls/tvbs.m3u8
TVBS新闻,http://iptv.tvfix.org/hls/tvbsnews.m3u8
中天新闻,http://iptv.tvfix.org/hls/ztxw.m3u8
东森新闻,http://iptv.tvfix.org/hls/dsxw.m3u8
tvN,http://iptv.tvfix.org/hls/tvn.m3u8
瞬间看地球,http://iptv.tvfix.org/hls/earth.m3u8
美亚电影,http://iptv.tvfix.org/hls/mydy.m3u8
美亚电影,http://iptv.tvfix.org/hls/mydy2.m3u8
天映经典,http://iptv.tvfix.org/hls/tyjd.m3u8
天映经典,http://iptv.tvfix.org/hls/tyjd2.m3u8
Animax,http://iptv.tvfix.org/hls/animax.m3u8
Animax,http://iptv.tvfix.org/hls/animax2.m3u8
Hands Up Channel,http://iptv.tvfix.org/hls/kid.m3u8
Hands Up Channel,http://iptv.tvfix.org/hls/kid2.m3u8
Thrill,http://iptv.tvfix.org/hls/thrill.m3u8
Thrill,http://iptv.tvfix.org/hls/thrill2.m3u8
探索频道,http://iptv.tvfix.org/hls/discovery.m3u8
动物星球,http://iptv.tvfix.org/hls/animal.m3u8
动物星球4K,http://iptv.tvfix.org/hls/lovenature4k.m3u8
动物星球4K,http://iptv.tvfix.org/hls/lovenature4k.m3u8
国家地理,http://iptv.tvfix.org/hls/natlgeo.m3u8
Channel V,http://iptv.tvfix.org/hls/channelv.m3u8
星空卫视,http://iptv.tvfix.org/hls/startv.m3u8
Star Sports,http://iptv.tvfix.org/hls/starsports.m3u8

 📺港台内测 ,#genre#
东森新闻,http://jiekou.gq/liuwei34/xxx.php?id=R2iMq5LKXco
华视新闻资讯,http://jiekou.gq/liuwei34/xxx.php?id=yUTy1U1wTwE
华视新闻资讯2,http://jiekou.gq/liuwei34/xxx.php?id=wM0g8EoUZ_E
寰宇新闻台,http://jiekou.gq/liuwei34/xxx.php?id=7FCUTQ5M_xs
民视新闻台,http://jiekou.gq/liuwei34/xxx.php?id=XxJKnDLYZz4
三立LIVE新闻,http://jiekou.gq/liuwei34/xxx.php?id=FoBfXvlOR6I
台视新闻,http://jiekou.gq/liuwei34/xxx.php?id=xL0ch83RAK8
TVBS,http://jiekou.gq/liuwei34/xxx.php?id=hP6_jfCFxyQ
TVBS新闻台,http://jiekou.gq/liuwei34/xxx.php?id=V0WxUakDV7M
中视新闻,http://jiekou.gq/liuwei34/xxx.php?id=TCnaIE_SAtM
中天新闻,http://jiekou.gq/liuwei34/xxx.php?id=lu_BJKxqGnk
中天亚洲台,http://jiekou.gq/liuwei34/xxx.php?id=L6g1CrxcSOk
TVBS 新聞56,http://jiekou.gq/liuwei34/xxx.php?id=2mCSYvcfhtc
新唐人LIVE,http://jiekou.gq/liuwei34/xxx.php?id=wSKE3A40SIk
賽馬LIVE,http://jiekou.gq/liuwei34/xxx.php?id=1R2IBWiN83c
東森財經新聞,http://jiekou.gq/liuwei34/xxx.php?id=ABn_ccXn_jc
SJTV信吉衛視,http://jiekou.gq/liuwei34/xxx.php?id=VD8dVG1DF1s
鏡新聞mnews,http://jiekou.gq/liuwei34/xxx.php?id=5n0y6b0Q25o
S1E19,http://jiekou.gq/liuwei34/xxx.php?id=FEGsGA0kRVY
Hit Fm,http://jiekou.gq/liuwei34/xxx.php?id=Ptg8ErmPjxM
57彩券王,http://jiekou.gq/liuwei34/xxx.php?id=GGrFK1NR68U
Sky News,http://jiekou.gq/liuwei34/xxx.php?id=9Auq9mYxFEE
NYC Snow,http://jiekou.gq/liuwei34/xxx.php?id=MxjZP1h8Udw
Chinese POP Music,http://jiekou.gq/liuwei34/xxx.php?id=wrYF0HX7Kzc

 🇯🇵午夜直播_6789 ,#genre#
做愛輸入,rtmp://202.39.64.234:1938/live/949
大學女援交妹,rtmp://202.39.64.234:1937/live/966
櫻桃,rtmp://202.39.64.234:1937/live/947
午夜藍,rtmp://202.39.64.234:1937/live/945
KMP,rtmp://202.39.64.234:1937/live/942
PLAYBOY,rtmp://202.39.64.234:1937/live/943
彩虹通道,rtmp://202.39.64.234:1937/live/944
近親相姦,rtmp://202.39.64.234:1937/live/967
水多多,rtmp://202.39.64.234:1936/live/968
人妻不倫,rtmp://202.39.64.234:1936/live/636
AV女王,rtmp://202.39.64.234:1936/live/964
奶奶按摩店,rtmp://202.39.64.234:1935/live/535
做愛特教班,rtmp://202.39.64.234:1935/live/960
ＶＥＮＵＳ,rtmp://202.39.64.234:1935/live/957
性愛教主,rtmp://202.39.64.234:1935/live/963
香草天道,rtmp://202.39.64.234:1935/live/958
Look HD,rtmp://118.163.221.79:1936/live/LookHD
彩虹電影,rtmp://118.163.221.79:1936/live/RainbowE
JSTAR極限台,rtmp://125.227.196.250:1935/live/JSTAR
香蕉台,rtmp://125.227.196.250:1935/live/BananaStation
驚艷台,rtmp://125.227.196.250:1935/live/AmazingTaiwan
潘朵拉粉红台,rtmp://125.227.196.250:1935/live/PandoraPink
潘朵拉完美台,rtmp://125.227.196.250:1935/live/PandoraPlays
K頻道,rtmp://125.227.196.250:1935/live/Kchannel
松視三,rtmp://125.227.196.250:1935/live/PineVision3
松視二,rtmp://125.227.196.250:1935/live/PineVision2
松視一,rtmp://125.227.196.250:1935/live/PineVision1
彩虹電影,rtmp://125.227.196.250:1935/live/Rainbowmovie
HAPPY,rtmp://125.227.196.250:1935/live/HAPPY
HOT,rtmp://125.227.196.250:1935/live/hot
松視➊臺備,p8p://0198.02686.cc:16871/60d53d8e00057359f2ab7923682f1b04.ts
松視➊臺備,p8p://crfccs.kingh888.com:16666/60ab2744000d91cc0e611b49573518f1
松視➊臺備,p8p://0198.02686.cc:16871/60d53d8e00057359f2ab7923682f1b04.ts
松視➋臺備,p8p://0198.02686.cc:16871/60d53dc70008faa7f2ac58b29604771a.ts
松視➋臺備,p8p://crfccs.kingh888.com:16666/60ab2759000359320e616ab455299cce
松視➋臺備,p8p://0198.02686.cc:16871/60d53dc70008faa7f2ac58b29604771a.ts
潘多拉玩美台Perfect,p8p://crfccs.kingh888.com:16666/60ab279b0002b9f90e626c5b4a6b3931
彩虹電影,p8p://0198.02686.cc:16871/60d53d16000eff77f2a9a6d4e162209c.ts
彩虹電影,p8p://crfccs.kingh888.com:16666/60ab2705000438470e6022cd64274913
彩虹電影,p5p://0198.02686.cc:16871/60d53d16000eff77f2a9a6d4e162209c.ts
彩虹e台,p8p://0198.02686.cc:16871/60d53d5a000f345ff2aab082b6067f98.ts
彩虹e台,p8p://crfccs.kingh888.com:16666/60ab271b0008823b0e6079d6366a0d7e
彩虹e台,p8p://0198.02686.cc:16871/60d53d5a000f345ff2aab082b6067f98.ts
香蕉台Banana,p8p://crfccs.kingh888.com:16666/60ab2769000e40550e61abfe014de5b1
香蕉台Banana,p8p://crfccs.kingh888.com:16666/60ab2769000e40550e61abfe014de5b1 
驚艷台AmazingTV,p8p://0198.02686.cc:16871/60d53ded0009cddef2aced586355082e.ts
驚艷台AmazingTV,p8p://crfccs.kingh888.com:16666/60ab27790005917d0e61e8453f868fd2
驚艷台AmazingTV,p8p://0198.02686.cc:16871/60d53ded0009cddef2aced586355082e.ts
HOT,p5p://crfccs.kingh888.com:16666/60ab27ac000dd0ce0e62b1998dc28571
JSter極限電影,p8p://0198.02686.cc:16871/60d53e1000085590f2ad75b087c6e78e.ts
JSter極限電影,p8p://crfccs.kingh888.com:16666/60ab2789000ebe270e62291ec8b20e2d
JSter極限電影,p8p://0198.02686.cc:16871/60d53e1000085590f2ad75b087c6e78e.ts
梅花,http://185.183.34.118/iptv/F59KKDMP2GN7ZB/147/index.m3u8
京彩1,p5p://crfccs.kingh888.com:16666/60ab6f2a000125b50f79f28b8f8bc416
京彩2,p5p://crfccs.kingh888.com:16666/60ab6f18000750370f79adcf701ffea1 
京彩3,p5p://crfccs.kingh888.com:16666/60ab6efa000787ad0f7938ae568e03ff 
京彩4,p5p://crfccs.kingh888.com:16666/60ab6eea000b90780f78fb362da5bde6 
京彩5,p5p://crfccs.kingh888.com:16666/60ab6ed70002dde40f78aec43aa651ca 
京彩6,p5p://crfccs.kingh888.com:16666/60ab6ec40007e3700f7865d5af2800d9 
京彩7,p5p://crfccs.kingh888.com:16666/60ab6ea5000dc3580f77ee3eb0a503fc
京彩8,p5p://crfccs.kingh888.com:16666/60ab6e880004cfa20f777aabfe62cb07
京粉9,p5p://crfccs.kingh888.com:16666/60ab6e7a0001c5a50f7743347174894b 

 🇯🇵一本电影_6789 ,#genre#
一本道720P03,https://videocdnbaidu.rhsj520.com/2/rnmy2/20181125/1/1bd/121115_205-1pon/index.m3u8
一本道720P04,https://videocdnbaidu.rhsj520.com/2/rnmy2/20181125/1/1bd/120915_204-1pon/index.m3u8
一本道720P05,https://videocdnbaidu.rhsj520.com/2/rnmy2/20181125/1/1bd/112015_193-1pon/index.m3u8
一本道720P06,https://videocdnbaidu.rhsj520.com/2/rnmy2/20181125/1/1bd/112015_004-1pon/index.m3u8
一本道720P08,https://videocdnbaidu.rhsj520.com/2/rnmy2/20181125/1/1bd/110615_185-1pon/index.m3u8
一本道720P09,https://videocdnbaidu.rhsj520.com/2/rnmy2/20181125/1/1bd/092315_158-1pon/index.m3u8
一本道720P10,https://videocdnbaidu.rhsj520.com/2/rnmy2/20181125/1/1bd/090515_148-1pon/index.m3u8
一本道720P11,https://videocdnbaidu.rhsj520.com/2/rnmy2/20181125/1/1bd/090415_147-1pon/index.m3u8
一本道720P12,https://videocdnbaidu.rhsj520.com/2/rnmy2/20181125/1/1bd/090215_146-1pon/index.m3u8
一本道720P13,https://videocdnbaidu.rhsj520.com/2/rnmy2/20181125/1/1bd/082715_142-1pon/index.m3u8
一本道720P14,https://videocdnbaidu.rhsj520.com/2/rnmy2/20181125/1/1bd/082515_141-1pon/index.m3u8
一本道720P15,https://videocdnbaidu.rhsj520.com/2/rnmy2/20181125/1/1bd/082215_140-1pon/index.m3u8
一本道720P16,https://videocdnbaidu.rhsj520.com/2/rnmy2/20181125/1/1bd/081815_137-1pon/index.m3u8
一本道720P17,https://videocdnbaidu.rhsj520.com/2/rnmy2/20181125/1/1bd/081615_136-1pon/index.m3u8
一本道720P18,https://videocdnbaidu.rhsj520.com/2/rnmy2/20181125/1/1bd/081515_135-1pon/index.m3u8
一本道720P19,https://videocdnbaidu.rhsj520.com/2/rnmy2/20181125/1/1bd/081315_133-1pon/index.m3u8
一本道720P20,https://videocdnbaidu.rhsj520.com/2/rnmy2/20181125/1/1bd/081115_131-1pon/index.m3u8
一本道720P21,https://videocdnbaidu.rhsj520.com/2/rnmy2/20181123/5/111615_191-1pon/index.m3u8
一本道720P22,https://videocdnbaidu.rhsj520.com/2/rnmy2/20181123/5/111415_190-1pon/index.m3u8
一本道720P23,https://videocdnbaidu.rhsj520.com/2/rnmy2/20181123/5/111215_188-1pon/index.m3u8
一本道720P24,https://videocdnbaidu.rhsj520.com/2/rnmy2/20181123/5/110715_186-1pon/index.m3u8
一本道720P25,https://videocdnbaidu.rhsj520.com/2/rnmy2/20181123/5/110515_184-1pon/index.m3u8
一本道720P26,https://videocdnbaidu.rhsj520.com/2/rnmy2/20181123/5/103115_181-1pon/index.m3u8
一本道720P28,https://videocdnbaidu.rhsj520.com/2/rnmy2/20181123/5/102215_184-1pon/index.m3u8
一本道720P29,https://videocdnbaidu.rhsj520.com/2/rnmy2/20181123/5/102115_175-1pon/index.m3u8
一本道720P30,https://videocdnbaidu.rhsj520.com/2/rnmy2/20181123/5/102115_001-1pon/index.m3u8
一本道720P31,https://videocdnbaidu.rhsj520.com/2/rnmy2/20181123/5/102015_174-1pon/index.m3u8
一本道720P32,https://videocdnbaidu.rhsj520.com/2/rnmy2/20181123/5/101015_169-1pon/index.m3u8
一本道720P33,https://videocdnbaidu.rhsj520.com/2/rnmy2/20181123/5/100715_167-1pon/index.m3u8
一本道720P34,https://videocdnbaidu.rhsj520.com/2/rnmy2/20181123/5/100615_166-1pon/index.m3u8
一本道720P35,https://videocdnbaidu.rhsj520.com/2/rnmy2/20181123/5/100115_163-1pon/index.m3u8
一本道720P36,https://videocdnbaidu.rhsj520.com/2/rnmy2/20181123/5/092615_161-1pon/index.m3u8
一本道720P37,https://videocdnbaidu.rhsj520.com/2/rnmy2/20181123/5/092515_160-1pon/index.m3u8
一本道720P38,https://videocdnbaidu.rhsj520.com/2/rnmy2/20181123/5/091915_156-1pon/index.m3u8
一本道720P39,https://videocdnbaidu.rhsj520.com/2/rnmy2/20181123/5/091815_155-1pon/index.m3u8
一本道720P40,https://videocdnbaidu.rhsj520.com/2/rnmy2/20181123/5/091715_154-1pon/index.m3u8
一本道720P41,https://videocdnbaidu.rhsj520.com/2/rnmy2/20181123/5/091115_151-1pon/index.m3u8
一本道720P42,https://videocdnbaidu.rhsj520.com/2/rnmy2/20181123/5/091015_150-1pon/index.m3u8
一本道720P43,https://videocdnbaidu.rhsj520.com/2/rnmy2/20181123/5/090815_149-1pon/index.m3u8
一本道720P44,https://videocdnbaidu.rhsj520.com/2/rnmy2/20181123/4/1pon-121015_001/index.m3u8
一本道720P45,https://videocdnbaidu.rhsj520.com/2/rnmy2/20181123/4/1pon-120815_203/index.m3u8
一本道720P46,https://videocdnbaidu.rhsj520.com/2/rnmy2/20181123/4/1pon-120515_202/index.m3u8
一本道720P47,https://videocdnbaidu.rhsj520.com/2/rnmy2/20181123/4/1pon-120415_201/index.m3u8
一本道720P48,https://videocdnbaidu.rhsj520.com/2/rnmy2/20181123/4/1pon-120315_200/index.m3u8
一本道720P49,https://videocdnbaidu.rhsj520.com/2/rnmy2/20181123/4/1pon-112815_198/index.m3u8
一本道720P50,https://videocdnbaidu.rhsj520.com/2/rnmy2/20181123/4/1pon-112715_197/index.m3u8

 🇰🇷韩国电影_6789 ,#genre#
HEYZO720P01,https://videomy.yongaomy.com/20191223/80S2HH9G/index.m3u8
HEYZO720P02,https://videomy.yongaomy.com/20191223/msg5JABw/index.m3u8
HEYZO720P29,https://videocdnbaidu.rhsj520.com/3/NY99/heyzo-0558/1500kb/hls/index.m3u8
HEYZO720P30,https://video1.rhsj520.com/nyrm3/wuma/heyzo_hd_1958_full/1500kb/hls/index.m3u8
HEYZO720P31,https://video1.rhsj520.com/nyrm3/wuma/heyzo_hd_1941_full/1500kb/hls/index.m3u8
HEYZO720P32,https://video1.rhsj520.com/nyrm3/wuma/heyzo_hd_1973_full/1500kb/hls/index.m3u8
HEYZO720P33,https://video1.rhsj520.com/nyrm3/wuma/heyzo_hd_1971_full/1500kb/hls/index.m3u8
HEYZO720P34,https://video1.rhsj520.com/nyrm3/wuma/heyzo_hd_1965_full/1500kb/hls/index.m3u8
HEYZO720P35,https://video1.rhsj520.com/nyrm3/wuma/heyzo_hd_1970_full/1500kb/hls/index.m3u8
HEYZO720P36,https://video1.rhsj520.com/nyrm3/wuma/heyzo_hd_1945_full/1500kb/hls/index.m3u8
HEYZO720P37,https://video1.rhsj520.com/nyrm3/wuma/heyzo_hd_1980_full/1500kb/hls/index.m3u8
HEYZO720P38,https://video1.rhsj520.com/nyrm3/wuma/heyzo_hd_1974_full/1500kb/hls/index.m3u8
